pixel,flux_adu
5.580000000000000000e+02,1.282000000000001137e+03
5.590000000000000000e+02,1.345999999999999773e+03
5.600000000000000000e+02,1.379499999999999318e+03
5.610000000000000000e+02,1.436999999999999091e+03
5.620000000000000000e+02,1.492000000000000000e+03
5.630000000000000000e+02,1.385999999999998408e+03
5.640000000000000000e+02,1.598500000000000455e+03
5.650000000000000000e+02,1.487499999999999091e+03
5.660000000000000000e+02,1.418500000000000000e+03
5.670000000000000000e+02,1.487500000000001592e+03
5.680000000000000000e+02,1.510999999999999318e+03
5.690000000000000000e+02,1.637500000000001364e+03
5.700000000000000000e+02,1.775500000000000909e+03
5.710000000000000000e+02,2.008500000000000909e+03
5.720000000000000000e+02,2.312000000000001364e+03
5.730000000000000000e+02,2.221500000000000909e+03
5.740000000000000000e+02,2.149499999999999091e+03
5.750000000000000000e+02,2.178000000000000000e+03
5.760000000000000000e+02,2.186999999999998636e+03
5.770000000000000000e+02,1.988000000000000909e+03
5.780000000000000000e+02,2.024499999999998636e+03
5.790000000000000000e+02,1.774500000000000455e+03
